previous_experiment,current_experiment,task,route,metric,previous,current,relative_change_pct,comparison,previous_technical_path,current_technical_path
exp001,exp002,4-2,正式调度,solve_execute_seconds,0.956838873215,927.943440706586,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,total_cost,13957164.84009342,14005062.775875758,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,planned_cost,11982586.366516735,11689414.734288473,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,up_cost,782307.2080179575,572139.8932243899,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,down_cost,0.0,1101.806422451077,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,emergency_cost,1192271.2655587243,1742406.3419404435,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,emergency_kwh,244945.00043633173,329778.1349384204,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,violations,0.0,0.0,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,final_soc,1200.0,1200.0,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,3,正式调度,solve_execute_seconds,3.492004709202,3355.820697465562,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,total_cost,14769217.026979888,14734925.124925217,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,planned_cost,12653051.97401339,12374774.038644567,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,up_cost,779011.7732992098,582179.8409206001,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,down_cost,0.0,905.352234418932,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,emergency_cost,1337153.2796672878,1777065.893125631,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,emergency_kwh,262929.1802383184,329083.1511440838,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,violations,0.0,0.0,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,final_soc,1200.0,1200.0,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,4-3,正式调度,solve_execute_seconds,4.022530963528,3356.185959791299,,"version, efficiency, warmup, pv_interpolation, execution, metric_definitions",区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,issued/all,mae,200.702167532662,210.53713627667804,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,issued/all,rmse,434.912535130033,438.9795840920672,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,issued/all,wape_pct,8.434485313809,8.847798734650642,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,issued/generating,mae,354.693534995299,371.51136776491984,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,issued/generating,rmse,580.923856907568,586.2569903894728,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,issued/generating,wape_pct,8.331737381808,8.726787621360533,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,weekly/all,mae,176.746607639149,176.74660763914906,3.2160967398515043e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,weekly/all,rmse,244.275262134224,244.27526213422388,-4.654046288942167e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,weekly/all,wape_pct,3.827098788366,3.8270987883661314,3.4347272799754925e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,weekly/all,mae,0.047144421027,0.0471444210274343,9.212085355824462e-10,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,weekly/all,rmse,0.065329977509,0.0653299775087538,-3.7686502106099516e-10,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,weekly/all,wape_pct,6.221605259554,6.221605259554345,5.553251787113801e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,weekly/all,mae,214.831916972129,214.83191697212857,-1.9844613755011508e-13,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,weekly/all,rmse,420.152475698441,420.152475698441,0.0,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,weekly/all,wape_pct,9.028286395283,9.028286395282976,-2.7545643395403124e-13,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,weekly/generating,mae,384.118035778723,384.11803577872325,5.919369940083056e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
